gene_id	Donor	ptype
EMOJOO_106865	DonA	AB
EMOJOO_106870	DonA	AB
EMOJOO_106885	DonA	AB
EMOJOO_106890	DonA	AB
EMOJOO_106900	DonA	AB
EMOJOO_106905	DonA	AB
EMOJOO_106915	DonA	AB
EMOJOO_106920	DonA	AB
EMOJOO_106925	DonA	AB
EMOJOO_106930	DonA	AB
EMOJOO_106940	DonA	AB
EMOJOO_106950	DonA	AB
EMOJOO_106960	DonA	AB
EMOJOO_106985	DonA	AB
EMOJOO_107010	DonA	AB
EMOJOO_107015	DonA	AB
EMOJOO_107020	DonA	AB
EMOJOO_107025	DonA	AB
EMOJOO_1070260	DonA	AB-ABAB
EMOJOO_1070270	DonA	AB-ABAB
EMOJOO_1070275	DonA	AB-ABAB
EMOJOO_1070280	DonA	AB-ABAB
EMOJOO_1073560	DonA	AB
EMOJOO_1073985	DonA	AB
EMOJOO_1074240	DonA	All
EMOJOO_1075445	DonA	AB
EMOJOO_1078280	DonA	AB
EMOJOO_1078285	DonA	AB-BA
EMOJOO_1078290	DonA	AB-BA
EMOJOO_1079710	DonA	AB
EMOJOO_1079730	DonA	AB
EMOJOO_1079980	DonA	AB
EMOJOO_1079985	DonA	AB
EMOJOO_1081775	DonA	All
EMOJOO_1082725	DonA	AB-ABAB
EMOJOO_1083925	DonA	AB
EMOJOO_1083930	DonA	AB
EMOJOO_1083935	DonA	AB
EMOJOO_1083940	DonA	AB
EMOJOO_1083955	DonA	AB
EMOJOO_1084695	DonA	AB
EMOJOO_1084715	DonA	AB
EMOJOO_1088060	DonA	AB
EMOJOO_1088070	DonA	All
EMOJOO_1088855	DonA	AB
EMOJOO_1090130	DonA	AB
EMOJOO_1090260	DonA	AB
EMOJOO_1090265	DonA	All
EMOJOO_1091340	DonA	AB
EMOJOO_1091345	DonA	AB
EMOJOO_1091350	DonA	AB
EMOJOO_1092635	DonA	AB
EMOJOO_1092640	DonA	AB
EMOJOO_1095295	DonA	AB
EMOJOO_1095305	DonA	AB
EMOJOO_1098700	DonA	AB
EMOJOO_1098705	DonA	AB
EMOJOO_1098710	DonA	AB-BA
EMOJOO_1098715	DonA	AB-BA
EMOJOO_1098725	DonA	AB
EMOJOO_1098855	DonA	All
EMOJOO_1098860	DonA	All
EMOJOO_1098865	DonA	All
EMOJOO_1101685	DonA	AB
EMOJOO_1101690	DonA	AB-BA
EMOJOO_1103595	DonA	All
EMOJOO_1104720	DonA	AB
EMOJOO_1104755	DonA	All
EMOJOO_1105015	DonA	AB
EMOJOO_1105020	DonA	AB-ABAB
EMOJOO_1105605	DonA	AB
EMOJOO_1106125	DonA	AB-BA
EMOJOO_1107200	DonA	All
EMOJOO_1107255	DonA	AB
EMOJOO_1107730	DonA	AB
EMOJOO_1107735	DonA	AB
EMOJOO_1107750	DonA	AB-ABAB
EMOJOO_1107760	DonA	All
EMOJOO_1107765	DonA	AB
EMOJOO_1108055	DonA	AB-BA
EMOJOO_1110430	DonA	AB
EMOJOO_1111140	DonA	All
EMOJOO_1112150	DonA	All
EMOJOO_1112155	DonA	AB-BA
EMOJOO_1112160	DonA	AB-BA
EMOJOO_1112165	DonA	AB-BA
EMOJOO_1112435	DonA	AB
EMOJOO_1113265	DonA	AB
EMOJOO_1113475	DonA	AB
EMOJOO_1115615	DonA	All
EMOJOO_1115620	DonA	AB-ABAB
EMOJOO_1115840	DonA	All
EMOJOO_1115895	DonA	AB-BA
EMOJOO_1116200	DonA	AB
EMOJOO_111860	DonA	AB-BA
EMOJOO_111865	DonA	AB-BA
EMOJOO_111870	DonA	AB
EMOJOO_111875	DonA	AB-BA
EMOJOO_111880	DonA	AB-BA
EMOJOO_1118840	DonA	AB-ABAB
EMOJOO_111885	DonA	All
EMOJOO_1118850	DonA	AB-ABAB
EMOJOO_111895	DonA	All
EMOJOO_111900	DonA	All
EMOJOO_111905	DonA	All
EMOJOO_111910	DonA	All
EMOJOO_111915	DonA	All
EMOJOO_111920	DonA	All
EMOJOO_111925	DonA	AB-ABAB
EMOJOO_111930	DonA	AB-BA
EMOJOO_111935	DonA	AB
EMOJOO_111940	DonA	AB-BA
EMOJOO_111945	DonA	AB-BA
EMOJOO_111950	DonA	All
EMOJOO_111955	DonA	AB-BA
EMOJOO_111960	DonA	All
EMOJOO_111965	DonA	AB-BA
EMOJOO_111970	DonA	AB-BA
EMOJOO_111975	DonA	All
EMOJOO_111980	DonA	All
EMOJOO_111985	DonA	All
EMOJOO_111990	DonA	All
EMOJOO_111995	DonA	All
EMOJOO_112000	DonA	All
EMOJOO_112010	DonA	AB-BA
EMOJOO_112015	DonA	AB-BA
EMOJOO_112040	DonA	All
EMOJOO_112065	DonA	All
EMOJOO_112070	DonA	AB-ABAB
EMOJOO_112075	DonA	All
EMOJOO_112080	DonA	AB-ABAB
EMOJOO_112090	DonA	AB
EMOJOO_112095	DonA	All
EMOJOO_112100	DonA	All
EMOJOO_112105	DonA	All
EMOJOO_112110	DonA	All
EMOJOO_112125	DonA	All
EMOJOO_112130	DonA	All
EMOJOO_112135	DonA	All
EMOJOO_112140	DonA	All
EMOJOO_112145	DonA	All
EMOJOO_112150	DonA	All
EMOJOO_112155	DonA	AB-BA
EMOJOO_112160	DonA	All
EMOJOO_112165	DonA	AB-ABAB
EMOJOO_112170	DonA	All
EMOJOO_112175	DonA	AB
EMOJOO_112180	DonA	AB-BA
EMOJOO_112185	DonA	All
EMOJOO_112190	DonA	All
EMOJOO_112195	DonA	All
EMOJOO_1121950	DonA	All
EMOJOO_112210	DonA	All
EMOJOO_112215	DonA	AB-ABAB
EMOJOO_112220	DonA	AB-ABAB
EMOJOO_112225	DonA	AB-BA
EMOJOO_112230	DonA	AB-BA
EMOJOO_112235	DonA	AB-BA
EMOJOO_112240	DonA	All
EMOJOO_112245	DonA	All
EMOJOO_112250	DonA	All
EMOJOO_112255	DonA	All
EMOJOO_112260	DonA	All
EMOJOO_112265	DonA	AB-BA
EMOJOO_112270	DonA	All
EMOJOO_112275	DonA	All
EMOJOO_112280	DonA	All
EMOJOO_112285	DonA	All
EMOJOO_1122865	DonA	AB
EMOJOO_112290	DonA	AB-BA
EMOJOO_112295	DonA	AB
EMOJOO_112300	DonA	All
EMOJOO_112305	DonA	All
EMOJOO_112310	DonA	AB-ABAB
EMOJOO_1123165	DonA	All
EMOJOO_112320	DonA	AB-BA
EMOJOO_112325	DonA	All
EMOJOO_112330	DonA	AB-BA
EMOJOO_112335	DonA	AB-BA
EMOJOO_112340	DonA	AB
EMOJOO_112345	DonA	AB
EMOJOO_112355	DonA	AB
EMOJOO_112370	DonA	AB
EMOJOO_112390	DonA	AB-BA
EMOJOO_112395	DonA	AB
EMOJOO_112400	DonA	AB
EMOJOO_112405	DonA	AB
EMOJOO_112420	DonA	AB
EMOJOO_112425	DonA	AB
EMOJOO_112430	DonA	AB-BA
EMOJOO_112435	DonA	AB-BA
EMOJOO_112440	DonA	AB
EMOJOO_112445	DonA	AB
EMOJOO_1124510	DonA	AB-ABAB
EMOJOO_1124515	DonA	AB-ABAB
EMOJOO_1124525	DonA	AB
EMOJOO_1124545	DonA	AB
EMOJOO_112465	DonA	AB
EMOJOO_112475	DonA	AB
EMOJOO_112485	DonA	AB
EMOJOO_112525	DonA	AB-BA
EMOJOO_112530	DonA	AB-ABAB
EMOJOO_112535	DonA	AB
EMOJOO_112540	DonA	AB-BA
EMOJOO_112550	DonA	AB
EMOJOO_112555	DonA	AB
EMOJOO_112560	DonA	AB
EMOJOO_1125650	DonA	AB-BA
EMOJOO_1125655	DonA	AB-BA
EMOJOO_1125660	DonA	AB-BA
EMOJOO_1125665	DonA	All
EMOJOO_112580	DonA	AB
EMOJOO_112585	DonA	AB
EMOJOO_112590	DonA	AB-BA
EMOJOO_112600	DonA	AB
EMOJOO_112605	DonA	AB
EMOJOO_112620	DonA	AB
EMOJOO_112630	DonA	AB
EMOJOO_112635	DonA	AB
EMOJOO_112640	DonA	AB-BA
EMOJOO_112645	DonA	AB-BA
EMOJOO_112650	DonA	AB
EMOJOO_112655	DonA	AB-ABAB
EMOJOO_112660	DonA	AB
EMOJOO_112665	DonA	AB-BA
EMOJOO_112675	DonA	AB-BA
EMOJOO_112680	DonA	All
EMOJOO_112685	DonA	AB
EMOJOO_112690	DonA	AB
EMOJOO_112695	DonA	AB
EMOJOO_112705	DonA	AB
EMOJOO_112715	DonA	AB-BA
EMOJOO_112725	DonA	AB
EMOJOO_1127290	DonA	AB
EMOJOO_1127295	DonA	AB-BA
EMOJOO_112735	DonA	AB
EMOJOO_112740	DonA	AB-BA
EMOJOO_112745	DonA	AB-BA
EMOJOO_1127450	DonA	All
EMOJOO_1127455	DonA	AB-ABAB
EMOJOO_112770	DonA	AB
EMOJOO_112775	DonA	All
EMOJOO_112780	DonA	AB-BA
EMOJOO_112785	DonA	AB-BA
EMOJOO_112790	DonA	AB
EMOJOO_112800	DonA	AB
EMOJOO_112805	DonA	AB
EMOJOO_112815	DonA	AB
EMOJOO_112820	DonA	AB
EMOJOO_112825	DonA	AB
EMOJOO_1128890	DonA	All
EMOJOO_1130530	DonA	AB
EMOJOO_1131675	DonA	AB-ABAB
EMOJOO_1132065	DonA	AB
EMOJOO_1132270	DonA	AB
EMOJOO_1132280	DonA	AB
EMOJOO_1132285	DonA	AB-BA
EMOJOO_1132290	DonA	All
EMOJOO_1132640	DonA	AB-ABAB
EMOJOO_1132655	DonA	AB-ABAB
EMOJOO_1133725	DonA	AB-ABAB
EMOJOO_1133730	DonA	AB
EMOJOO_1133735	DonA	AB
EMOJOO_113410	DonA	AB
EMOJOO_1134100	DonA	All
EMOJOO_113455	DonA	AB-ABAB
EMOJOO_113485	DonA	AB
EMOJOO_113525	DonA	AB
EMOJOO_1135250	DonA	AB
EMOJOO_113535	DonA	AB
EMOJOO_113540	DonA	AB-ABAB
EMOJOO_113560	DonA	AB-ABAB
EMOJOO_113565	DonA	AB-ABAB
EMOJOO_1135715	DonA	All
EMOJOO_113590	DonA	AB-ABAB
EMOJOO_113595	DonA	AB-ABAB
EMOJOO_113615	DonA	AB
EMOJOO_113630	DonA	AB
EMOJOO_113655	DonA	AB
EMOJOO_1136630	DonA	AB-ABAB
EMOJOO_113665	DonA	AB-ABAB
EMOJOO_113670	DonA	AB-ABAB
EMOJOO_1136805	DonA	AB-ABAB
EMOJOO_1136810	DonA	All
EMOJOO_1136815	DonA	All
EMOJOO_1136820	DonA	All
EMOJOO_1136825	DonA	All
EMOJOO_113695	DonA	AB-ABAB
EMOJOO_113700	DonA	AB-ABAB
EMOJOO_113705	DonA	AB
EMOJOO_1137075	DonA	AB
EMOJOO_113740	DonA	AB-ABAB
EMOJOO_113745	DonA	AB
EMOJOO_113755	DonA	AB
EMOJOO_1137780	DonA	All
EMOJOO_113785	DonA	AB
EMOJOO_113795	DonA	AB
EMOJOO_113815	DonA	AB
EMOJOO_113825	DonA	AB-BA
EMOJOO_113845	DonA	AB-BA
EMOJOO_113850	DonA	AB
EMOJOO_113865	DonA	AB
EMOJOO_113870	DonA	AB
EMOJOO_1138825	DonA	AB
EMOJOO_1138830	DonA	All
EMOJOO_1138835	DonA	All
EMOJOO_1138875	DonA	AB-ABAB
EMOJOO_113895	DonA	AB
EMOJOO_113905	DonA	AB
EMOJOO_113910	DonA	AB
EMOJOO_113915	DonA	AB
EMOJOO_113930	DonA	AB-BA
EMOJOO_113940	DonA	AB-ABAB
EMOJOO_113960	DonA	AB
EMOJOO_1139620	DonA	AB
EMOJOO_113965	DonA	AB
EMOJOO_113975	DonA	AB
EMOJOO_113995	DonA	AB
EMOJOO_114000	DonA	AB-BA
EMOJOO_114005	DonA	AB
EMOJOO_114010	DonA	AB
EMOJOO_114020	DonA	AB
EMOJOO_114025	DonA	AB
EMOJOO_114035	DonA	AB
EMOJOO_114050	DonA	AB-BA
EMOJOO_114055	DonA	AB
EMOJOO_114065	DonA	AB
EMOJOO_1140650	DonA	AB
EMOJOO_114070	DonA	AB
EMOJOO_114080	DonA	AB
EMOJOO_114085	DonA	AB
EMOJOO_114090	DonA	AB-BA
EMOJOO_114095	DonA	AB-BA
EMOJOO_114100	DonA	AB
EMOJOO_114105	DonA	AB
EMOJOO_114115	DonA	AB
EMOJOO_114125	DonA	AB-BA
EMOJOO_114130	DonA	AB
EMOJOO_114135	DonA	AB-BA
EMOJOO_114140	DonA	AB
EMOJOO_114150	DonA	AB
EMOJOO_114155	DonA	AB
EMOJOO_114160	DonA	AB
EMOJOO_1141615	DonA	AB
EMOJOO_1141620	DonA	AB
EMOJOO_1141630	DonA	AB
EMOJOO_114185	DonA	AB
EMOJOO_114190	DonA	AB-BA
EMOJOO_114195	DonA	AB-BA
EMOJOO_114200	DonA	AB
EMOJOO_114205	DonA	AB-BA
EMOJOO_114220	DonA	AB
EMOJOO_114225	DonA	AB
EMOJOO_114235	DonA	AB
EMOJOO_1145170	DonA	AB
EMOJOO_114730	DonA	All
EMOJOO_114735	DonA	AB
EMOJOO_114745	DonA	All
EMOJOO_114750	DonA	All
EMOJOO_114755	DonA	All
EMOJOO_114760	DonA	AB-BA
EMOJOO_114765	DonA	All
EMOJOO_114770	DonA	All
EMOJOO_114775	DonA	All
EMOJOO_114780	DonA	AB-BA
EMOJOO_1147805	DonA	AB
EMOJOO_1147810	DonA	All
EMOJOO_114790	DonA	All
EMOJOO_114795	DonA	All
EMOJOO_114800	DonA	All
EMOJOO_114805	DonA	All
EMOJOO_114810	DonA	All
EMOJOO_114815	DonA	All
EMOJOO_114820	DonA	All
EMOJOO_114825	DonA	All
EMOJOO_114830	DonA	All
EMOJOO_114835	DonA	All
EMOJOO_114840	DonA	All
EMOJOO_114845	DonA	AB-ABAB
EMOJOO_114850	DonA	AB-ABAB
EMOJOO_114855	DonA	AB
EMOJOO_114860	DonA	AB-ABAB
EMOJOO_114865	DonA	AB-ABAB
EMOJOO_114870	DonA	AB-ABAB
EMOJOO_114875	DonA	AB-BA
EMOJOO_114880	DonA	AB-ABAB
EMOJOO_1148810	DonA	All
EMOJOO_114885	DonA	AB-ABAB
EMOJOO_114890	DonA	AB-ABAB
EMOJOO_114895	DonA	AB-BA
EMOJOO_114900	DonA	AB-ABAB
EMOJOO_114905	DonA	AB-ABAB
EMOJOO_1149065	DonA	AB-BA
EMOJOO_114915	DonA	All
EMOJOO_114920	DonA	All
EMOJOO_114925	DonA	AB-ABAB
EMOJOO_114930	DonA	AB-ABAB
EMOJOO_114935	DonA	All
EMOJOO_114950	DonA	AB
EMOJOO_114955	DonA	All
EMOJOO_114960	DonA	All
EMOJOO_114965	DonA	All
EMOJOO_114970	DonA	AB
EMOJOO_114975	DonA	All
EMOJOO_114980	DonA	AB-ABAB
EMOJOO_114990	DonA	All
EMOJOO_114995	DonA	All
EMOJOO_115000	DonA	AB-BA
EMOJOO_115005	DonA	All
EMOJOO_115010	DonA	AB
EMOJOO_115015	DonA	All
EMOJOO_115020	DonA	All
EMOJOO_115025	DonA	All
EMOJOO_115030	DonA	All
EMOJOO_115035	DonA	All
EMOJOO_115040	DonA	All
EMOJOO_115045	DonA	All
EMOJOO_115050	DonA	All
EMOJOO_115055	DonA	All
EMOJOO_115060	DonA	All
EMOJOO_115065	DonA	AB-BA
EMOJOO_1150660	DonA	AB
EMOJOO_115070	DonA	All
EMOJOO_115075	DonA	AB
EMOJOO_115080	DonA	All
EMOJOO_115090	DonA	AB-ABAB
EMOJOO_115095	DonA	AB-BA
EMOJOO_115100	DonA	All
EMOJOO_115105	DonA	All
EMOJOO_115110	DonA	All
EMOJOO_115115	DonA	All
EMOJOO_115120	DonA	All
EMOJOO_115125	DonA	All
EMOJOO_115130	DonA	AB-ABAB
EMOJOO_115135	DonA	AB-ABAB
EMOJOO_115140	DonA	AB
EMOJOO_115145	DonA	AB-BA
EMOJOO_115150	DonA	AB
EMOJOO_115170	DonA	AB
EMOJOO_115200	DonA	AB-BA
EMOJOO_115205	DonA	AB
EMOJOO_115210	DonA	AB-BA
EMOJOO_115220	DonA	AB
EMOJOO_115225	DonA	AB-BA
EMOJOO_115235	DonA	AB-BA
EMOJOO_115240	DonA	AB-BA
EMOJOO_115245	DonA	AB
EMOJOO_115250	DonA	AB-BA
EMOJOO_115260	DonA	AB
EMOJOO_115265	DonA	AB-BA
EMOJOO_115270	DonA	AB-BA
EMOJOO_115275	DonA	AB-BA
EMOJOO_115280	DonA	AB
EMOJOO_115285	DonA	AB
EMOJOO_115290	DonA	AB-BA
EMOJOO_115295	DonA	AB
EMOJOO_115305	DonA	AB-BA
EMOJOO_115310	DonA	AB
EMOJOO_115315	DonA	AB
EMOJOO_115340	DonA	AB-BA
EMOJOO_115345	DonA	AB
EMOJOO_115350	DonA	AB
EMOJOO_115355	DonA	AB-BA
EMOJOO_115360	DonA	AB-BA
EMOJOO_115380	DonA	AB
EMOJOO_115385	DonA	AB-BA
EMOJOO_115395	DonA	AB
EMOJOO_115400	DonA	AB
EMOJOO_115410	DonA	AB
EMOJOO_115415	DonA	AB-BA
EMOJOO_115425	DonA	AB
EMOJOO_115440	DonA	AB
EMOJOO_115445	DonA	AB
EMOJOO_115450	DonA	AB
EMOJOO_115455	DonA	AB-BA
EMOJOO_115465	DonA	AB
EMOJOO_115475	DonA	AB
EMOJOO_115500	DonA	AB
EMOJOO_115505	DonA	AB
EMOJOO_115510	DonA	AB-BA
EMOJOO_115520	DonA	AB-BA
EMOJOO_115525	DonA	AB
EMOJOO_115530	DonA	AB-BA
EMOJOO_115535	DonA	AB
EMOJOO_115540	DonA	AB
EMOJOO_115545	DonA	AB
EMOJOO_115550	DonA	AB-BA
EMOJOO_115555	DonA	AB-BA
EMOJOO_115560	DonA	AB
EMOJOO_1156830	DonA	AB-BA
EMOJOO_1157075	DonA	AB
EMOJOO_1160595	DonA	AB
EMOJOO_1162090	DonA	AB-ABAB
EMOJOO_1163100	DonA	AB-ABAB
EMOJOO_1163205	DonA	AB-BA
EMOJOO_1163215	DonA	AB-BA
EMOJOO_1163805	DonA	AB
EMOJOO_1164025	DonA	AB
EMOJOO_1164035	DonA	AB
EMOJOO_1165545	DonA	All
EMOJOO_1167365	DonA	AB
EMOJOO_1168830	DonA	All
EMOJOO_1169430	DonA	AB
EMOJOO_1169900	DonA	AB
EMOJOO_1172045	DonA	All
EMOJOO_1172050	DonA	All
EMOJOO_117295	DonA	AB
EMOJOO_1173890	DonA	All
EMOJOO_1174450	DonA	AB-BA
EMOJOO_117780	DonA	AB
EMOJOO_1177840	DonA	All
EMOJOO_117785	DonA	AB-BA
EMOJOO_117790	DonA	AB
EMOJOO_117795	DonA	AB
EMOJOO_117800	DonA	AB
EMOJOO_117805	DonA	AB
EMOJOO_117810	DonA	AB-BA
EMOJOO_117815	DonA	AB
EMOJOO_117820	DonA	AB
EMOJOO_117825	DonA	AB
EMOJOO_117835	DonA	AB
EMOJOO_117840	DonA	AB-BA
EMOJOO_117860	DonA	AB
EMOJOO_117870	DonA	AB-BA
EMOJOO_117875	DonA	AB
EMOJOO_117880	DonA	AB-BA
EMOJOO_117885	DonA	AB
EMOJOO_117895	DonA	AB-BA
EMOJOO_117905	DonA	AB-BA
EMOJOO_117910	DonA	AB
EMOJOO_117915	DonA	AB-BA
EMOJOO_117925	DonA	AB-BA
EMOJOO_117945	DonA	AB
EMOJOO_117965	DonA	AB-BA
EMOJOO_117970	DonA	AB-BA
EMOJOO_117975	DonA	AB-BA
EMOJOO_117980	DonA	AB-BA
EMOJOO_117985	DonA	AB-BA
EMOJOO_117990	DonA	AB
EMOJOO_117995	DonA	AB
EMOJOO_118000	DonA	AB-BA
EMOJOO_118005	DonA	AB
EMOJOO_118010	DonA	AB
EMOJOO_118020	DonA	AB
EMOJOO_118025	DonA	AB
EMOJOO_118030	DonA	AB
EMOJOO_118040	DonA	AB-BA
EMOJOO_118045	DonA	AB-BA
EMOJOO_118050	DonA	AB
EMOJOO_118075	DonA	AB
EMOJOO_118080	DonA	AB-BA
EMOJOO_1180840	DonA	All
EMOJOO_118085	DonA	AB
EMOJOO_118090	DonA	AB
EMOJOO_118095	DonA	AB-BA
EMOJOO_118100	DonA	AB
EMOJOO_118105	DonA	AB-BA
EMOJOO_118110	DonA	AB
EMOJOO_118120	DonA	AB
EMOJOO_118125	DonA	AB-BA
EMOJOO_118130	DonA	AB-BA
EMOJOO_118135	DonA	AB-BA
EMOJOO_118150	DonA	AB-BA
EMOJOO_1181510	DonA	AB
EMOJOO_118155	DonA	AB
EMOJOO_118160	DonA	AB-BA
EMOJOO_118165	DonA	AB
EMOJOO_118170	DonA	AB-BA
EMOJOO_118180	DonA	AB-BA
EMOJOO_118185	DonA	AB-BA
EMOJOO_118195	DonA	AB-BA
EMOJOO_118200	DonA	AB
EMOJOO_118205	DonA	AB
EMOJOO_118210	DonA	AB
EMOJOO_118215	DonA	AB
EMOJOO_118250	DonA	AB
EMOJOO_118290	DonA	AB
EMOJOO_118320	DonA	AB-BA
EMOJOO_1183585	DonA	AB-BA
EMOJOO_1183600	DonA	AB
EMOJOO_118400	DonA	AB
EMOJOO_118435	DonA	AB
EMOJOO_1184360	DonA	All
EMOJOO_118440	DonA	AB
EMOJOO_118445	DonA	AB-BA
EMOJOO_1184495	DonA	AB
EMOJOO_118480	DonA	AB
EMOJOO_118485	DonA	AB
EMOJOO_118500	DonA	AB
EMOJOO_1185240	DonA	AB
EMOJOO_118525	DonA	AB
EMOJOO_1185250	DonA	AB
EMOJOO_118530	DonA	AB
EMOJOO_1186210	DonA	AB-BA
EMOJOO_1186655	DonA	All
EMOJOO_1186785	DonA	All
EMOJOO_1187210	DonA	All
EMOJOO_1187215	DonA	All
EMOJOO_1187220	DonA	AB-BA
EMOJOO_1187225	DonA	AB-ABAB
EMOJOO_1187830	DonA	AB-BA
EMOJOO_1190880	DonA	AB
EMOJOO_1190885	DonA	All
EMOJOO_1190890	DonA	AB-BA
EMOJOO_1192560	DonA	AB-ABAB
EMOJOO_1192665	DonA	AB-BA
EMOJOO_1192670	DonA	AB
EMOJOO_1192675	DonA	All
EMOJOO_1194010	DonA	All
EMOJOO_1194020	DonA	All
EMOJOO_1194025	DonA	AB-ABAB
EMOJOO_1194030	DonA	All
EMOJOO_1194035	DonA	AB
EMOJOO_1197230	DonA	All
EMOJOO_1198035	DonA	AB-BA
EMOJOO_1198355	DonA	AB
EMOJOO_1198360	DonA	AB
EMOJOO_1200930	DonA	AB
EMOJOO_12015	DonA	AB
EMOJOO_1203075	DonA	AB
EMOJOO_120680	DonA	All
EMOJOO_120685	DonA	All
EMOJOO_120690	DonA	All
EMOJOO_120695	DonA	All
EMOJOO_120710	DonA	All
EMOJOO_120715	DonA	All
EMOJOO_120720	DonA	AB
EMOJOO_120725	DonA	All
EMOJOO_120730	DonA	AB-BA
EMOJOO_120735	DonA	All
EMOJOO_120740	DonA	All
EMOJOO_120745	DonA	AB-BA
EMOJOO_120750	DonA	AB
EMOJOO_120755	DonA	AB-BA
EMOJOO_120770	DonA	AB-BA
EMOJOO_120780	DonA	AB-ABAB
EMOJOO_120785	DonA	AB-BA
EMOJOO_120795	DonA	AB-BA
EMOJOO_120800	DonA	AB
EMOJOO_120805	DonA	All
EMOJOO_120810	DonA	AB
EMOJOO_120815	DonA	All
EMOJOO_120820	DonA	AB
EMOJOO_120825	DonA	All
EMOJOO_120830	DonA	All
EMOJOO_120835	DonA	All
EMOJOO_120840	DonA	AB-BA
EMOJOO_120845	DonA	AB-ABAB
EMOJOO_120850	DonA	All
EMOJOO_120855	DonA	AB-BA
EMOJOO_1208570	DonA	AB
EMOJOO_1208585	DonA	All
EMOJOO_120860	DonA	AB-BA
EMOJOO_120865	DonA	AB
EMOJOO_120870	DonA	AB-BA
EMOJOO_120880	DonA	AB-BA
EMOJOO_120885	DonA	AB
EMOJOO_120890	DonA	AB
EMOJOO_120895	DonA	AB-ABAB
EMOJOO_120900	DonA	AB-BA
EMOJOO_120905	DonA	AB-BA
EMOJOO_120910	DonA	All
EMOJOO_120915	DonA	AB-BA
EMOJOO_120920	DonA	AB
EMOJOO_120925	DonA	AB-BA
EMOJOO_120930	DonA	AB-BA
EMOJOO_120935	DonA	AB-BA
EMOJOO_120940	DonA	AB-BA
EMOJOO_120945	DonA	AB-BA
EMOJOO_120950	DonA	AB-BA
EMOJOO_1209590	DonA	AB
EMOJOO_120965	DonA	AB
EMOJOO_120970	DonA	AB-ABAB
EMOJOO_120975	DonA	All
EMOJOO_120980	DonA	AB-BA
EMOJOO_120985	DonA	AB-ABAB
EMOJOO_120990	DonA	AB-BA
EMOJOO_1209920	DonA	AB
EMOJOO_1209935	DonA	AB
EMOJOO_121000	DonA	AB-BA
EMOJOO_121005	DonA	All
EMOJOO_121015	DonA	AB-BA
EMOJOO_121020	DonA	All
EMOJOO_121025	DonA	AB-ABAB
EMOJOO_121030	DonA	AB-BA
EMOJOO_121035	DonA	All
EMOJOO_121040	DonA	AB-ABAB
EMOJOO_121045	DonA	AB-ABAB
EMOJOO_121050	DonA	All
EMOJOO_121055	DonA	All
EMOJOO_121065	DonA	AB-BA
EMOJOO_1212570	DonA	All
EMOJOO_1214580	DonA	AB-ABAB
EMOJOO_1214675	DonA	AB
EMOJOO_1214680	DonA	AB
EMOJOO_1216580	DonA	AB
EMOJOO_121680	DonA	AB
EMOJOO_1220360	DonA	AB-ABAB
EMOJOO_122315	DonA	AB
EMOJOO_1223695	DonA	AB
EMOJOO_1224330	DonA	AB-ABAB
EMOJOO_1224335	DonA	AB
EMOJOO_1224480	DonA	AB-BA
EMOJOO_122455	DonA	AB-ABAB
EMOJOO_122475	DonA	AB-ABAB
EMOJOO_122480	DonA	AB-ABAB
EMOJOO_122495	DonA	AB-ABAB
EMOJOO_122500	DonA	AB-ABAB
EMOJOO_122510	DonA	AB
EMOJOO_122515	DonA	AB-ABAB
EMOJOO_1225295	DonA	AB-ABAB
EMOJOO_1225300	DonA	All
EMOJOO_1226010	DonA	AB
EMOJOO_122615	DonA	AB
EMOJOO_122625	DonA	AB-ABAB
EMOJOO_122655	DonA	AB-ABAB
EMOJOO_122675	DonA	AB
EMOJOO_122680	DonA	AB
EMOJOO_122695	DonA	AB-ABAB
EMOJOO_122700	DonA	AB-ABAB
EMOJOO_122710	DonA	AB-ABAB
EMOJOO_122715	DonA	AB
EMOJOO_122765	DonA	AB
EMOJOO_1227665	DonA	AB-BA
EMOJOO_1227670	DonA	All
EMOJOO_1227675	DonA	AB-BA
EMOJOO_1227795	DonA	AB-ABAB
EMOJOO_122780	DonA	AB
EMOJOO_1228025	DonA	AB
EMOJOO_122810	DonA	AB
EMOJOO_122840	DonA	AB
EMOJOO_122850	DonA	AB-ABAB
EMOJOO_1228605	DonA	AB-BA
EMOJOO_1228610	DonA	AB-BA
EMOJOO_122870	DonA	AB
EMOJOO_122880	DonA	AB-ABAB
EMOJOO_122945	DonA	AB
EMOJOO_122965	DonA	AB
EMOJOO_123070	DonA	AB
EMOJOO_123080	DonA	AB
EMOJOO_1231160	DonA	AB-ABAB
EMOJOO_123120	DonA	AB
EMOJOO_123140	DonA	AB
EMOJOO_123195	DonA	AB
EMOJOO_1233040	DonA	All
EMOJOO_123345	DonA	AB
EMOJOO_123355	DonA	AB
EMOJOO_1233565	DonA	All
EMOJOO_1233570	DonA	All
EMOJOO_123360	DonA	AB
EMOJOO_1234850	DonA	AB-BA
EMOJOO_12350	DonA	AB
EMOJOO_1235115	DonA	AB-BA
EMOJOO_1236530	DonA	AB-ABAB
EMOJOO_1236535	DonA	AB-ABAB
EMOJOO_1236540	DonA	AB-BA
EMOJOO_1236545	DonA	All
EMOJOO_1236550	DonA	All
EMOJOO_1236565	DonA	AB-BA
EMOJOO_1238405	DonA	AB
EMOJOO_12385	DonA	AB-ABAB
EMOJOO_1239235	DonA	AB
